,,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,- V EUR,,,,,- V EUR,,,,,,,- V EUR,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,,,,,,,- V EUR,,,- V EUR
7.,150 ,OBČINA BLOKE,"29.743,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","29.743,00 ","0,00 ","29.743,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","325.369,00 ","5.015,00 ","5.015,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","108.814,00 ","108.814,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","211.540,00 ","211.540,00 ","164.116,00 ","0,00 ","0,00 ","164.116,00 ","164.116,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","109.342,00 ","0,00 ","0,00 ","0,00 ","0,00 ","96.954,00 ","96.954,00 ","12.388,00 ","12.388,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","271.589,00 ","22.282,00 ","22.282,00 ","249.307,00 ","249.307,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","22.417,00 ","22.417,00 ","0,00 ","22.417,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","922.576,00 "
8.,4 ,OBČINA BOHINJ,"275.345,00 ","4.873,00 ","4.873,00 ","0,00 ","0,00 ","0,00 ","0,00 ","270.472,00 ","0,00 ","270.472,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.900,00 ","2.900,00 ","2.900,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","466.449,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","17.804,00 ","0,00 ","17.804,00 ","0,00 ","257.457,00 ","257.457,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","130.537,00 ","130.537,00 ","60.651,00 ","60.651,00 ","712.046,00 ","0,00 ","0,00 ","469.473,00 ","469.473,00 ","36.003,00 ","36.003,00 ","165.118,00 ","165.118,00 ","41.452,00 ","41.452,00 ","339.458,00 ","29.201,00 ","29.201,00 ","35.933,00 ","35.933,00 ","239.158,00 ","239.158,00 ","35.166,00 ","35.166,00 ","65.709,00 ","0,00 ","0,00 ","65.709,00 ","65.709,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","11.430,00 ","967,00 ","967,00 ","10.463,00 ","10.463,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.873.337,00 "
9.,5 ,OBČINA BOROVNICA,"44.487,77 ","1.180,35 ","1.180,35 ","0,00 ","0,00 ","0,00 ","0,00 ","43.307,42 ","0,00 ","43.307,42 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.018,15 ","0,00 ","0,00 ","4.018,15 ","4.018,15 ","86.131,71 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.597,26 ","4.597,26 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","81.534,45 ","81.534,45 ","115.544,45 ","10.000,00 ","10.000,00 ","105.544,45 ","105.544,45 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","28.918,58 ","3.181,37 ","3.181,37 ","15.171,73 ","15.171,73 ","3.258,92 ","3.258,92 ","7.306,56 ","7.306,56 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.941,87 ","1.941,87 ","0,00 ","1.941,87 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","281.042,53 "
10.,6 ,OBČINA BOVEC,"437.280,00 ","4.583,00 ","4.583,00 ","0,00 ","0,00 ","0,00 ","0,00 ","424.621,00 ","0,00 ","424.621,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","8.076,00 ","8.076,00 ","2.039.079,00 ","2.039.079,00 ","2.039.079,00 ","121.339,00 ","0,00 ","0,00 ","121.339,00 ","121.339,00 ","1.203.730,00 ","9.691,00 ","9.691,00 ","0,00 ","149.765,00 ","149.765,00 ","0,00 ","0,00 ","5.702,00 ","0,00 ","0,00 ","5.702,00 ","842.678,00 ","842.678,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","57.820,00 ","57.820,00 ","138.074,00 ","138.074,00 ","613,00 ","613,00 ","613,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","46.717,00 ","16.673,00 ","16.673,00 ","22.107,00 ","22.107,00 ","0,00 ","0,00 ","7.937,00 ","7.937,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","19.104,00 ","993,00 ","993,00 ","18.111,00 ","18.111,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","202.247,00 ","202.247,00 ","0,00 ","202.247,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.070.109,00 "
11.,151 ,OBČINA BRASLOVČE,"22.440,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","22.440,00 ","0,00 ","22.440,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","2.051,00 ","2.051,00 ","2.051,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","276.250,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","274.800,00 ","274.800,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.450,00 ","1.450,00 ","6.076,00 ","0,00 ","0,00 ","6.076,00 ","6.076,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","65.512,00 ","0,00 ","0,00 ","41.146,00 ","41.146,00 ","72,00 ","72,00 ","24.294,00 ","24.294,00 ","1.606,00 ","0,00 ","0,00 ","1.606,00 ","1.606,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","130.845,00 ","0,00 ","0,00 ","130.845,00 ","130.845,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.437.111,00 ","1.437.111,00 ","0,00 ","1.437.111,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.941.891,00 "
12.,7 ,OBČINA BRDA,"23.320,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","15.738,00 ","0,00 ","15.738,00 ","0,00 ","0,00 ","3.876,00 ","3.876,00 ","0,00 ","0,00 ","3.706,00 ","3.706,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.178.199,00 ","0,00 ","0,00 ","0,00 ","15.830,00 ","15.830,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.063.417,00 ","1.063.417,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","81.080,00 ","81.080,00 ","17.872,00 ","17.872,00 ","5.401,00 ","0,00 ","0,00 ","5.401,00 ","5.401,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","43.274,00 ","20.923,00 ","20.923,00 ","0,00 ","0,00 ","6.320,00 ","6.320,00 ","16.031,00 ","16.031,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","123.910,00 ","5.195,00 ","5.195,00 ","118.715,00 ","118.715,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.374.104,00 "
13.,8 ,OBČINA BREZOVICA,"413.750,74 ","11.000,06 ","8.511,24 ","2.488,82 ","0,00 ","0,00 ","0,00 ","395.472,82 ","0,00 ","395.472,82 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.277,86 ","7.277,86 ","11.546,81 ","11.546,81 ","11.546,81 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","851.475,72 ","3.698,20 ","3.698,20 ","0,00 ","75.029,74 ","0,00 ","75.029,74 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","490.864,30 ","490.864,30 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","281.883,48 ","281.883,48 ","1.091.415,27 ","0,00 ","0,00 ","1.091.415,27 ","1.091.415,27 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","870.649,91 ","0,00 ","0,00 ","0,00 ","0,00 ","793.673,22 ","793.673,22 ","76.976,69 ","76.976,69 ","103.798,89 ","0,00 ","0,00 ","103.798,89 ","103.798,89 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","102.057,66 ","0,00 ","0,00 ","102.057,66 ","102.057,66 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.117.566,72 ","1.117.566,72 ","155.290,69 ","962.276,03 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.562.261,72 "
14.,9 ,OBČINA BREŽICE,"617.061,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","525.546,00 ","0,00 ","525.546,00 ","0,00 ","0,00 ","2.040,00 ","2.040,00 ","0,00 ","0,00 ","89.475,00 ","89.475,00 ","10.135,00 ","10.135,00 ","10.135,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.225.743,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.211.422,00 ","1.211.422,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","14.321,00 ","14.321,00 ","1.745.301,00 ","0,00 ","0,00 ","1.745.301,00 ","1.745.301,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","528.273,00 ","0,00 ","0,00 ","20.656,00 ","20.656,00 ","97.154,00 ","97.154,00 ","410.463,00 ","410.463,00 ","39.516,00 ","0,00 ","0,00 ","39.516,00 ","39.516,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","392.352,00 ","62.723,00 ","62.723,00 ","328.679,00 ","328.679,00 ","0,00 ","0,00 ","950,00 ","950,00 ","0,00 ","0,00 ","1.542.735,00 ","1.542.735,00 ","0,00 ","1.542.735,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.101.116,00 "
15.,152 ,OBČINA CANKOVA,"2.298,00 ","722,00 ","722,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.576,00 ","0,00 ","1.576,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","10.553,00 ","0,00 ","0,00 ","10.553,00 ","10.553,00 ","181.766,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","17.026,00 ","0,00 ","0,00 ","17.026,00 ","146.679,00 ","146.679,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.778,00 ","1.778,00 ","16.283,00 ","16.283,00 ","62.356,00 ","0,00 ","0,00 ","46.751,00 ","46.751,00 ","15.605,00 ","15.605,00 ","0,00 ","0,00 ","0,00 ","0,00 ","226.589,00 ","0,00 ","0,00 ","0,00 ","0,00 ","226.589,00 ","226.589,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","60.946,00 ","8.873,00 ","8.873,00 ","52.073,00 ","52.073,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","124.922,00 ","124.922,00 ","32.232,00 ","92.690,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","16.700,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","16.700,00 ","16.700,00 ","686.130,00 "
16.,11 ,MESTNA OBČINA CELJE,"5.393.503,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","5.393.503,00 ","0,00 ","5.393.503,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.982.858,00 ","0,00 ","0,00 ","0,00 ","4.818,00 ","0,00 ","4.818,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.042.439,00 ","1.042.439,00 ","0,00 ","0,00 ","0,00 ","155.536,00 ","155.536,00 ","0,00 ","0,00 ","780.065,00 ","780.065,00 ","26.228.433,00 ","26.228.433,00 ","26.228.433,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","141.600,00 ","0,00 ","0,00 ","141.600,00 ","141.600,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","777.059,00 ","20.093,00 ","20.093,00 ","756.966,00 ","756.966,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.670.248,00 ","3.367.072,00 ","185.634,00 ","3.181.438,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.303.176,00 ","1.303.176,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","39.193.701,00 "
17.,12 ,OBČINA CERKLJE NA GORENJSKEM,"41.767,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","41.767,00 ","0,00 ","41.767,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","153.972,00 ","0,00 ","0,00 ","153.972,00 ","153.972,00 ","296.739,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","296.739,00 ","296.739,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","88.270,00 ","19.577,00 ","19.577,00 ","68.693,00 ","68.693,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","64.282,00 ","0,00 ","0,00 ","0,00 ","0,00 ","6.600,00 ","6.600,00 ","57.682,00 ","57.682,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","312.740,00 ","52.523,00 ","52.523,00 ","260.217,00 ","260.217,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","266.052,00 ","266.052,00 ","0,00 ","266.052,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.223.822,00 "
18.,13 ,OBČINA CERKNICA,"73.367,00 ","10.029,00 ","10.029,00 ","0,00 ","0,00 ","0,00 ","0,00 ","61.518,00 ","0,00 ","61.518,00 ","0,00 ","0,00 ","1.820,00 ","1.820,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","74.772,00 ","0,00 ","0,00 ","74.772,00 ","74.772,00 ","1.913.220,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.628.610,00 ","1.628.610,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","471,00 ","471,00 ","284.139,00 ","284.139,00 ","108.647,00 ","0,00 ","0,00 ","81.739,00 ","81.739,00 ","0,00 ","0,00 ","26.908,00 ","26.908,00 ","0,00 ","0,00 ","532.325,00 ","0,00 ","0,00 ","158.835,00 ","158.835,00 ","373.490,00 ","373.490,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","288.300,00 ","64.753,00 ","64.753,00 ","223.547,00 ","223.547,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.705.165,00 ","1.705.165,00 ","0,00 ","1.705.165,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.695.796,00 "
19.,14 ,OBČINA CERKNO,"13.002,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","9.745,00 ","0,00 ","9.745,00 ","0,00 ","0,00 ","3.069,00 ","3.069,00 ","0,00 ","0,00 ","188,00 ","188,00 ","0,00 ","0,00 ","0,00 ","3.730,00 ","0,00 ","0,00 ","3.730,00 ","3.730,00 ","1.418.184,00 ","0,00 ","0,00 ","0,00 ","33.445,00 ","19.505,00 ","13.940,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","972.545,00 ","972.545,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","83.029,00 ","83.029,00 ","329.165,00 ","329.165,00 ","90.837,00 ","0,00 ","0,00 ","90.837,00 ","90.837,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","21.891,00 ","0,00 ","0,00 ","0,00 ","0,00 ","21.891,00 ","21.891,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","55.850,00 ","0,00 ","0,00 ","51.257,00 ","51.257,00 ","0,00 ","0,00 ","4.593,00 ","4.593,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","940,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","940,00 ","940,00 ","0,00 ","0,00 ","1.604.434,00 "
20.,153 ,OBČINA CERKVENJAK,"46.139,00 ","14.847,00 ","14.847,00 ","0,00 ","0,00 ","0,00 ","0,00 ","28.581,00 ","0,00 ","28.581,00 ","0,00 ","0,00 ","2.711,00 ","2.711,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","277.452,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","277.452,00 ","277.452,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","21.238,00 ","0,00 ","0,00 ","21.238,00 ","21.238,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","95.547,00 ","0,00 ","0,00 ","4.146,00 ","4.146,00 ","91.401,00 ","91.401,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","20.346,00 ","0,00 ","0,00 ","20.346,00 ","20.346,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","9.867,00 ","9.867,00 ","0,00 ","9.867,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","470.589,00 "
21.,196 ,OBČINA CIRKULANE,"121.613,54 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","121.613,54 ","0,00 ","121.613,54 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","7.126,20 ","0,00 ","0,00 ","7.126,20 ","7.126,20 ","505.038,36 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","467.339,25 ","467.339,25 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","37.699,11 ","37.699,11 ","32.277,57 ","0,00 ","0,00 ","32.277,57 ","32.277,57 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","14.097,92 ","0,00 ","0,00 ","6.331,30 ","6.331,30 ","7.766,62 ","7.766,62 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","85.141,61 ","1.020,00 ","1.020,00 ","84.121,61 ","84.121,61 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","4.776,72 ","4.776,72 ","0,00 ","4.776,72 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","770.071,92 "
22.,15 ,OBČINA ČRENŠOVCI,"20.427,49 ","6.989,21 ","6.989,21 ","0,00 ","0,00 ","0,00 ","0,00 ","13.438,28 ","0,00 ","13.438,28 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","817.113,36 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","792.250,18 ","792.250,18 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","24.863,18 ","24.863,18 ","107.817,34 ","0,00 ","0,00 ","107.817,34 ","107.817,34 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","53.596,06 ","0,00 ","0,00 ","53.596,06 ","53.596,06 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","242.704,48 ","0,00 ","0,00 ","122.552,99 ","122.552,99 ","0,00 ","0,00 ","120.151,49 ","120.151,49 ","0,00 ","0,00 ","38.073,00 ","38.073,00 ","0,00 ","38.073,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","0,00 ","1.279.731,73 "
